,0
0.0,0.04150596864417285
0.01001001001001001,0.04129648543788262
0.02002002002002002,0.04108700223159239
0.03003003003003003,0.04087751902530216
0.04004004004004004,0.040668035819011926
0.050050050050050046,0.040458552612721695
0.06006006006006006,0.04024906940643146
0.07007007007007007,0.04003958620014123
0.08008008008008008,0.039830102993851
0.09009009009009009,0.03962061978756077
0.10010010010010009,0.039409888144848595
0.11011011011011011,0.0390755612963635
0.12012012012012012,0.03874123444787841
0.13013013013013014,0.03840690759939331
0.14014014014014015,0.03807258075090821
0.15015015015015015,0.03773825390242312
0.16016016016016016,0.037403927053938024
0.17017017017017017,0.037069600205452934
0.18018018018018017,0.036735273356967836
0.19019019019019018,0.036400946508482745
0.20020020020020018,0.03613190348105572
0.21021021021021022,0.03906176768547485
0.22022022022022023,0.04199163188989396
0.23023023023023023,0.04492149609431307
0.24024024024024024,0.04785136029873218
0.2502502502502503,0.0507812245031513
0.2602602602602603,0.05371108870757041
0.2702702702702703,0.05664095291198952
0.2802802802802803,0.05957081711640863
0.2902902902902903,0.06250068132082774
0.3003003003003003,0.06530878453997331
0.3103103103103103,0.06417994923527465
0.3203203203203203,0.06305111393057597
0.3303303303303303,0.061922278625877306
0.34034034034034033,0.06079344332117864
0.35035035035035034,0.05966460801647997
0.36036036036036034,0.0585357727117813
0.37037037037037035,0.05740693740708264
0.38038038038038036,0.056278102102383966
0.39039039039039036,0.055149266797685295
0.40040040040040037,0.05436506004399495
0.41041041041041043,0.061851938514505676
0.42042042042042044,0.06933881698501636
0.43043043043043044,0.07682569545552703
0.44044044044044045,0.08431257392603772
0.45045045045045046,0.09179945239654841
0.46046046046046046,0.09928633086705908
0.47047047047047047,0.10677320933756976
0.4804804804804805,0.11426008780808045
0.4904904904904905,0.12174696627859113
0.5005005005005005,0.17748012303478294
0.5105105105105106,1.1498925672188296
0.5205205205205206,2.1223050114028763
0.5305305305305306,3.094717455586923
0.5405405405405406,4.067129899770969
0.5505505505505506,5.0395423439550155
0.5605605605605606,6.011954788139063
0.5705705705705706,6.984367232323109
0.5805805805805806,7.956779676507155
0.5905905905905906,8.929192120691203
0.6006006006006006,9.90160456487525
0.6106106106106106,10.874017009059296
0.6206206206206206,11.846429453243342
0.6306306306306306,12.81884189742739
0.6406406406406406,13.791254341611436
0.6506506506506506,14.763666785795483
0.6606606606606606,15.736079229979529
0.6706706706706707,16.708491674163575
0.6806806806806807,17.680904118347623
0.6906906906906907,18.653316562531668
0.7007007007007007,19.625729006715716
0.7107107107107107,20.598141450899764
0.7207207207207207,21.57055389508381
0.7307307307307307,22.542966339267856
0.7407407407407407,23.5153787834519
0.7507507507507507,24.48779122763595
0.7607607607607607,25.460203671819997
0.7707707707707707,26.43261611600404
0.7807807807807807,27.40502856018809
0.7907907907907907,28.377441004372134
0.8008008008008007,29.42474096092759
0.8108108108108109,31.33324730975434
0.8208208208208209,33.241753658581075
0.8308308308308309,35.15026000740781
0.8408408408408409,37.05876635623454
0.8508508508508509,38.967272705061276
0.8608608608608609,40.875779053888
0.8708708708708709,42.78428540271474
0.8808808808808809,44.69279175154147
0.8908908908908909,46.6012981003682
0.9009009009009009,48.50980444919493
0.9109109109109109,50.418310798021665
0.9209209209209209,52.3268171468484
0.9309309309309309,54.23532349567513
0.9409409409409409,56.143829844501866
0.950950950950951,58.0523361933286
0.960960960960961,59.96084254215533
0.970970970970971,61.86934889098207
0.980980980980981,63.7778552398088
0.990990990990991,65.68636158863552
1.001001001001001,67.59486793746228
1.011011011011011,69.50337428628902
1.021021021021021,71.41188063511575
1.031031031031031,73.32038698394248
1.0410410410410411,75.2288933327692
1.0510510510510511,77.13739968159594
1.0610610610610611,79.04590603042267
1.0710710710710711,80.9544123792494
1.0810810810810811,82.86291872807614
1.0910910910910911,84.77142507690287
1.1011011011011012,86.6799314257296
1.1111111111111112,88.58843777455634
